sp006-000001_GB_00-00	शाङ्करभाष्यम्
sp006-000231_GB_02	हन्ता अहम् हतः अस्मि अहम् इति देहहननेन आत्मानम् यौ विजानीतः तौ आत्मस्वरूपानभिज्ञौ इत्यर्थः
sp006-000232_GB_02	यस्मात् न अयम् आत्मा हन्ति न हननक्रियायाः कर्ता भवति
sp006-000233_GB_02	न हन्यते न च कर्म भवति इत्यर्थः अविक्रियत्वात्
sp006-000234_GB_02	कथम् अविक्रय आत्मा इति द्वितीयो मन्त्रः
sp006-000235_GB_02	न जायते न उत्पद्यते जनिलक्षणा वस्तुविक्रिया न आत्मनो विद्यते इत्यर्थः
sp006-000236_GB_02	वाशब्दः चार्थे
sp006-000237_GB_02	न म्रियते च इति अन्त्या विनाशलक्षणा विक्रिया प्रतिषिध्यते
sp006-000238_GB_02	कदाचित् शब्दः सर्वविक्रियाप्रतिषेधैः सम्बध्यते
sp006-000239_GB_02	न कदाचित् जायते न कदाचित् म्रियते इति एवम्
sp006-000240_GB_02	यस्मात् अयम् आत्मा भूत्वा भवनक्रियाम् अनुभूय पश्चात् अभविता अभावम् गन्ता न भूयः पुनः तस्मात् न म्रियते
sp006-000241_GB_02	योहि भूत्वा न भविता स म्रियते इति उच्यते लोके
sp006-000242_GB_02	वाशब्दात् नशब्दाच्च अयम् आत्मा अभूत्वा भविता वा देहवत् न भूयः
sp006-000243_GB_02	पुनः तस्मात् न जायते
sp006-000244_GB_02	यो हि अभूत्वा भविता स जायते इति उच्यते
sp006-000245_GB_02	नैवमात्मा अतो न जायते
sp006-000246_GB_02	यस्मात् एवम् तस्मात् अजः यस्मात् न म्रियते तस्मात् नित्यश्च
sp006-000247_GB_02	यद्यपि आद्यन्तयोः विक्रिययोः प्रतिषेधे सर्वा विक्रियाः प्रतिषिद्धा भवन्ति
sp006-000248_GB_02	तथापि मध्यभाविनीनाम् विक्रियाणाम् स्वशब्दैः एव तदर्थैः प्रतिषेधः कर्तव्य इति अनुक्तानामपि यौवनादिसमस्तविक्रियाणाम् प्रतिषेधो यथा स्यात् इति आह
sp006-000249_GB_02	शाश्वत इत्यादिना
sp006-000250_GB_02	शाश्वत इति अपक्षयलक्षणा विक्रिया प्रतिषिध्यते
sp006-000251_GB_02	शश्वद्भवः शाश्वतः
sp006-000252_GB_02	न अपक्षीयते स्वरूपेण निरवयवत्वात् निर्गुणत्वात् च
