sp006-000001_GB_00-00	SANkaraBAzyam
sp006-000282_GB_02	agnihotrAdiviDyarTajYAnottarakAlam agnihotrAdikarma anekasADanopasaMhArapUrvakam anuzWeyam
sp006-000283_GB_02	kartA aham mama kartavyam
sp006-000284_GB_02	ityevam prakAravijYAnavataH aviduzo yaTA anuzWeyam Bavati na tu taTA
sp006-000285_GB_02	na jAyate ityAdi AtmasvarUpaviDyarTajYAnottarakAlaBAvi kiYcidanuzWeyam Bavati
sp006-000286_GB_02	kim tu na aham kartA na BoktA ityAdi AtmEkatvAkartftvAdi vizayajYAnAt anyat na upapadyate iti eza viSeza upapadyate
sp006-000287_GB_02	yaH punaH kartA aham iti vetti AtmAnam
sp006-000288_GB_02	tasya mama idam kartavyam iti avaSyamBAvinI budDiH syAt
sp006-000289_GB_02	tadapekzayA saH aDikriyate iti tam prati karmARi
sp006-000290_GB_02	sa ca avidvAn
sp006-000291_GB_02	iti vacanAt viSezitasya ca viduzaH karmAkzepavacanAt
sp006-000292_GB_02	tasmAt viSezitasya avikriyAtmadarSino viduzo mumukzoSca sarvakarmasannyAse eva aDikAraH
sp006-000293_GB_02	ata eva BagavAn nArAyaRaH sANKyAn viduzaH aviduzaSca karmiRaH praviBajya dve nizWe grAhayati
sp006-000294_GB_02	taTA ca putrAya Aha BagavAn vyAsaH
sp006-000295_GB_02	mahABArate SAntiparvaRi ekacatvAriMSaduttara dviSatatame aDyAye zazWaH SlokaH ityAdi
sp006-000296_GB_02	taTA ca kriyApaTaScEva purastAt paScAtsannyAsaSca iti
sp006-000297_GB_02	etameva viBAgam punaH punaH darSayizyati BagavAn
sp006-000298_GB_02	ahaNkAravimUQAtmA kartA ahamiti manyate
sp006-000299_GB_02	tattvavittu na aham karomi iti
sp006-000300_GB_02	tatra kecitpaRqitammanyA vadanti
sp006-000301_GB_02	janmAdizaqBAvavikriyArahitaH avikriyaH akartA ekaH aham AtmA
sp006-000302_GB_02	iti na kasyacit jYAnam utpadyate yasmin sati sarvakarmasannyAsaH upadiSyate
sp006-000303_GB_02	na na jAyate ityAdi SAstropadeSa anarTakyAt
sp006-000304_GB_02	yaTA ca SAstropadeSasAmarTyAt DarmA astitvavijYAnam kartuSca dehAntarasambanDavijYAnam ca utpadyate
sp006-000305_GB_02	taTA SAstrAt tasyEva AtmanaH avikriyatvAkartftvEkatvAdivijYAnam kasmAt na utpadyate iti prazwavyAH
sp006-000306_GB_02	karaRAgocaratvAt iti cet na
sp006-000307_GB_02	SAstrAcAryopadeSaSamadamAdisaMskftam mana AtmadarSane karaRam
sp006-000308_GB_02	taTA ca tadaDigamAya anumAne Agame ca sati jYAnam na upapadyate iti
sp006-000309_GB_02	jYAnam ca utpadyamAnam tadviparItamajYAnam avaSyam bADate iti aByupagantavyam
sp006-000310_GB_02	tacca ajYAnam darSitam
sp006-000311_GB_02	hantA aham hataH asmi iti
sp006-000312_GB_02	iti atra ca Atmano hananakriyAyAH kartftvam karmatvam hetukartftvam ca ajYAnakftam darSitam
sp006-000313_GB_02	tacca sarvakriyAsvapi samAnam kartftvAdeH avidyAkftatvam avikriyatvAdAtmanaH
sp006-000314_GB_02	vikriyAvAn hi kartA AtmanaH karmaBUtam anyam prayojayati kuru iti
sp006-000315_GB_02	tadetat aviSezeRa viduzaH sarvakriyAsu kartftvam hetukartftvam ca pratizeDati BagavAn viduzaH karmADikArABAvapradarSanArTam
sp006-000316_GB_02	ityAdinA
sp006-000317_GB_02	kva punaH viduzaH aDikAra iti etaduktam pUrvameva
sp006-000318_GB_02	taTA ca sarvakarmasannyAsam vakzyati
sp006-000319_GB_02	sarvakarmARi manasA ityAdinA
sp006-000320_GB_02	nanu manasA iti vacanAt na vAcikAnAm kAyikAnAm ca sannyAsaH iti cet na
sp006-000321_GB_02	sarvakarmARi iti viSezitatvAt
sp006-000322_GB_02	mAnasAnAmeva sarvakarmaRAmiti cet na
sp006-000323_GB_02	manovyApArapUrvakatvAt vAk kAyavyApArARAm manovyApArABAve tadanupapatteH
sp006-000324_GB_02	SAstrIyARAm vAkkAyakarmaRAm kAraRAni mAnasAni varjayitvA anyAni sarvakarmARi manasA sannyasyet iti cet na
sp006-000325_GB_02	iti viSezaRAt
sp006-000326_GB_02	sarvakarmasannyAsaH ayam Bagavata ukto marizyato na jIvata iti cet na
sp006-000327_GB_02	iti viSezaRAnupapatteH
sp006-000328_GB_02	na hi sarvakarmasannyAsena mftasya taddehe Asanam samBavati
sp006-000329_GB_02	dehe sannyasya iti sambanDo na dehe Aste iti cet na
sp006-000330_GB_02	sarvatra AtmanaH avikriyatvAvaDAraRAt
sp006-000331_GB_02	AsanakriyAyASca aDikaraRApekzatvAt tadanapekzatvAcca sannyAsasya
sp006-000332_GB_02	sampUrvastu nyAsaSabdaH iha tyAgArTo na nikzepArTaH
sp006-000333_GB_02	tasmAt gItASAstre AtmajYAnavataH sannyAse eva aDikAro
sp006-000334_GB_02	na karmaRi iti tatra tatra uparizwAt AtmajYAnaprakaraRe darSayizyAmaH
sp006-000335_GB_02	prakftam tu vakzyAmaH
sp006-000336_GB_02	tatra AtmanaH avinASitvam pratijYAtam tat kim iva ucyate
sp006-000337_GB_02	vAsAMsi vastrARi jIrRAni durbalatAm gatAni yaTA loke vihAya parityajya
sp006-000338_GB_02	navAni aBinavAni gfhRAti upAdatte naraH puruzaH aparARi anyAni
sp006-000339_GB_02	taTA tadvadeva SarIrARi vihAya jIrRAni anyAni saMyAti
sp006-000340_GB_02	saNgacCati navAni dehI AtmA puruzavat avikriya eva ityarTaH
sp006-000341_GB_02	kasmAt avikriya eva iti Aha
sp006-000342_GB_02	enam prakftam dehinam na cCindanti SastrARi
sp006-000343_GB_02	niravayavatvAt na avayavaviBAgam kurvanti SastrARi asyAdIni
sp006-000344_GB_02	taTA na enam dahati pAvakaH
sp006-000345_GB_02	agniH api na BasmIkaroti
sp006-000346_GB_02	apAm hi sAvayavasya vastunaH ArdrIBAvakaraRena avayavaviSlezApAdane sAmarTyam tat na niravayave Atmani samBavati
sp006-000347_GB_02	taTA snehavat dravyam snehaSozaRena nASayati vAyuH
sp006-000348_GB_02	enam svAtmAnam na Sozayati mArutaH api
sp006-000349_GB_02	yata evam tasmAt
sp006-000350_GB_02	yasmAt anyonyanASahetUni BUtAni enam AtmAnam nASayitum na utsahante tasmAt nityaH
sp006-000351_GB_02	nityatvAt sarvagataH
sp006-000352_GB_02	sarvagatatvAt sTARuH
sp006-000353_GB_02	sTARuH iva sTira iti etat
sp006-000354_GB_02	sTiratvAt acalaH ayam AtmA
sp006-000355_GB_02	ataH sanAtanaH cirantano na kAraRAtkutaScit nizpannaH
sp006-000356_GB_02	aBinava ityarTaH
sp006-000357_GB_02	na etezAm SlokAnAm pOnaruktyam codanIyam yadekenEva Slokena Atmano nityatvam avikriyatvam ca uktam
sp006-000358_GB_02	tatra yadeva Atmavizayam kiYciducyate tat etasmAt SlokArTAt na atiricyate kiYcit SabdataH punaruktam kiYcit arTata iti
sp006-000359_GB_02	durboDatvAt AtmavastunaH punaH punaH prasaNgam ApAdya SabdAntareRa tadevam vastu nirUpayati BagavAn vAsudevaH
sp006-000360_GB_02	kaTam nu nAma saMsAriRAm avyaktam tattvam budDigocaratAmApannam sat saMsAranivfttaye syAditi
sp006-000361_GB_02	kim ca
sp006-000362_GB_02	avyaktaH sarvakaraRAvizayatvAt na vyajyate iti avyaktaH
sp006-000363_GB_02	ayam AtmA
sp006-000364_GB_02	ata eva acintyaH ayam
sp006-000365_GB_02	yadDi indriyagocaram vastu tat cintAvizayatvam Apadyate
sp006-000366_GB_02	ayam tu AtmA anindriyagocaratvAt acintyaH
sp006-000367_GB_02	yaTA kzIram daDyAtaYcatanAdinA vikAri na taTA ayamAtmA
sp006-000368_GB_02	niravayavatvAcca avikriyaH
sp006-000369_GB_02	na hi niravayavam kiYcit vikriyAtmakam dfzwam
sp006-000370_GB_02	avikriyatvAt avikAryaH ayamAtmA ucyate
sp006-000371_GB_02	tasmAdevam yaToktaprakAreRa
sp006-000372_GB_02	AtmAnam viditvA tvam na anuSocitum arhasi
sp006-000373_GB_02	hantA aham ezAm
sp006-000374_GB_02	mayA ete hanyante iti
sp006-000375_GB_02	AtmanaH anityatvam aByupagamya idamucyate
sp006-000376_GB_02	aTa ca iti aByupagamArTaH
sp006-000377_GB_02	enam prakftam AtmAnam nityajAtam lokaprasidDyA pratyanekaSarIrotpattim jAto jAta iti manyase
sp006-000378_GB_02	taTA pratitadvinASam nityam vA manyase mftam mfto mfta iti
sp006-000379_GB_02	taTApi taTABAvini api Atmani tvam mahAbAho evam na Socitum arhasi
sp006-000380_GB_02	janmavato nASo nASavato janma ca iti etO avaSyam BAvinO iti
sp006-000381_GB_02	taTA ca sati
sp006-000382_GB_02	jAtasya hi labDajanmano DruvaH avyaBicArI mftyuH maraRam Druvam janma mftasya ca
sp006-000383_GB_02	tasmAt aparihAryaH ayam janmamaraRalakzaRaH arTaH
sp006-000384_GB_02	tasmin aparihArye arTe na tvam Socitum arhasi
sp006-000385_GB_02	kAryakaraRasaNGAtAtmakAni api BUtAni uddiSya Soko na yuktaH kartum yataH
sp006-000386_GB_02	avyaktAni avyaktam adarSanam anupalabDiH AdiH yezAm BUtAnAm putramitrAdikAryakaraRasaNGAtAtmakAnAm tAni avyaktAdIni BUtAni prAgutpatteH
sp006-000387_GB_02	utpannAni ca prAk maraRAt vyaktamaDyAni
sp006-000388_GB_02	avyaktaniDanAni eva punaH avyaktam adarSanam niDanam maraRam yezAm tAni avyaktaniDanAni
sp006-000389_GB_02	maraRAdUrDvamapi avyaktatAmeva pratipadyante ityarTaH
sp006-000390_GB_02	taTA ca uktam
sp006-000391_GB_02	tatra kA paridevanA ko vA pralApaH adfzwadfzwapraRazwaBrAntiBUtezu BUtezu ityarTaH
sp006-000392_GB_02	durvijYeyaH ayam prakfta AtmA kim tvAmeva ekam upAlaBe sADAraRe BrAntinimitte
sp006-000393_GB_02	kaTam durvijYeyaH ayamAtmA iti AhA
sp006-000394_GB_02	AScaryavat AScaryam adfzwapUrvam adButam akasmAddfSyamAnam tena tulyam
sp006-000395_GB_02	AScaryavat AScaryam iva enam AtmAnam paSyati kaScit
sp006-000396_GB_02	AScaryavat enam vadati taTA eva ca anyaH
sp006-000397_GB_02	AScaryavacca enam anyaH SfRoti
sp006-000398_GB_02	SrutvA dfzwvA uktvApi enam veda na ca eva kaScit
sp006-000399_GB_02	aTavA yaH ayam AtmAnam paSyati sa AScaryatulyo yo vadati yaSca SfRoti saH anekasahasrezu kaScideva Bavati
sp006-000400_GB_02	ato durboDa AtmA iti aBiprAyaH
sp006-000401_GB_02	aTa idAnIm prakaraRArTam upasaMharanbrUte
sp006-000402_GB_02	dehI SarIrI nityam sarvadA sarvAvasTAsu avaDyo niravayavatvAt nityatvAcca tatra avaDyaH
sp006-000403_GB_02	ayam dehe SarIre sarvasya sarvagatatvAt sTAvarAdizu sTitaH api
sp006-000404_GB_02	sarvasya prARijAtasya dehe vaDyamAne api ayam dehI na vaDyo yasmAt tasmAt BIzmAdIni sarvARi BUtAni uddiSya na tvam Socitum arhasi
sp006-000405_GB_02	iha paramArTatattvApekzAyAm Soko moho vA na samBavatIti uktam
sp006-000406_GB_02	na kevalam paramArTatattvApekzAyAmeva kim tu
sp006-000407_GB_02	svaDarmam api svo DarmaH kzatriyasya yudDam tam api avekzya tvam na vikampitum pracalitum na arhasi
sp006-000408_GB_02	svABAvikAdDarmAt AtmasvABAvyAt iti aBiprAyaH
sp006-000409_GB_02	tacca yudDam pfTivIjayadvAreRa DarmArTam prajArakzaRArTam ca iti DarmAt anapetam param Darmyam
sp006-000410_GB_02	tasmAt DarmyAt yudDAt SreyaH anyat kzatriyasya na vidyate hi yasmAt
sp006-000411_GB_02	kutaSca tat yudDam kartavyamiti ucyate
sp006-000412_GB_02	yadfcCayA ca aprArTitatayA upapannam Agatam svargadvAram apAvftam
sp006-000413_GB_02	udDAwitam ye etat IdfSam yudDam laBante kzatriyAH he pArTa kim na suKinaH te
sp006-000414_GB_02	evam kartavyatAprAptamapi
sp006-000415_GB_02	aTa cet tvam imam Darmyam DarmAt anapetam saNgrAmam yudDam na karizyasi cet
sp006-000416_GB_02	tataH tadakaraRAt svaDarmam kIrtim ca mahAdevAdisamAgamanimittAm hitvA kevalam pApam avApsyasi
sp006-000417_GB_02	na kevalam svaDarmakIrtiparityAgaH
sp006-000418_GB_02	akIrtim cApi BUtAni kaTayizyanti te tava avyayAm dIrGakAlAm
sp006-000419_GB_02	DarmAtmA SUra iti evamAdiBiH guREH samBAvitasya ca akIrtiH maraRAt atiricyate
sp006-000420_GB_02	samBAvitasya ca akIrteH varam maraRam ityarTaH
sp006-000421_GB_02	BayAt karRAdiByo raRAt yudDAt uparatam nivfttam maMsyante cintayizyanti na kfpayA iti tvAm mahAraTAH duryoDanapraBftayaH
sp006-000422_GB_02	yezAm ca tvam duryoDanAdInAm bahumato bahuBiH guREH yukta iti evam mataH bahumato BUtvA punaH yAsyasi lAGavam laGuBAvam
sp006-000423_GB_02	avAcyavAdAn avaktavyavAdAn ca bahUn anekaprakArAn vadizyanti tava ahitAH
sp006-000424_GB_02	Satravo nindantaH kutsayantaH tava tvadIyam sAmarTyam nivAtakavacAdi yudDanimittam
sp006-000425_GB_02	tasmAt tato nindAprApteH duHKAt duHKataram nu kim
sp006-000426_GB_02	tataH kazwataram duHKam na asti ityarTaH
sp006-000427_GB_02	yudDe punaH kriyamARe karRAdiBiH
sp006-000428_GB_02	hato vA prApsyasi svargam hataH san svargam prApsyasi
sp006-000429_GB_02	jitvA vA karRAdIn SUrAn Bokzyase mahIm
sp006-000430_GB_02	uBayaTApi tava lABa eva iti aBiprAyaH
sp006-000431_GB_02	yata evam
sp006-000432_GB_02	jezyAmi SatrUn marizyAmi vA iti niScayam kftvA ityarTaH
sp006-000433_GB_02	tatra yudDam svaDarma iti evam yuDyamAnasya upadeSamimam SfRu
sp006-000434_GB_02	suKaduHKe same tulye kftvA rAgadvezO akftva iti etat
sp006-000435_GB_02	na evam yudDam kurvan pApam avApsyasi
sp006-000436_GB_02	iti eza upadeSaH prAsaNgikaH
sp006-000437_GB_02	SokamohApanayanAya lOkiko nyAyaH
sp006-000438_GB_02	ityAdyEH SlokEH ukto na tu tAtparyeRa
sp006-000439_GB_02	tacca uktam upasaMharati
sp006-000440_GB_02	iti SAstravizayaviBAgapradarSanAya
sp006-000441_GB_02	iha hi pradarSite punaH SAstravizayaviBAge uparizwAt
sp006-000442_GB_02	iti nizWAdvayavizayam SAstram suKam pravartizyate
sp006-000443_GB_02	SrotAraSca vizayaviBAgena suKam grahIzyanti iti ata Aha
sp006-000444_GB_02	ezA te tuByam aBihitA uktA sAN Kye paramArTavastuvivekavizaye
sp006-000445_GB_02	budDiH jYAnam sAkzAt SokamohAdisaMsArahetudozanivfttikAraRam
sp006-000446_GB_02	yoge tu tatprAptyupAye niHsaNgatayA dvandvaprahARapUrvakam ISvarArADanArTe karmayoge karmAnuzWAne samADiyoge ca imAm anantarameva ucyamAnAm budDim SfRu
sp006-000447_GB_02	tAm budDim stOti prarocanArTam
sp006-000448_GB_02	budDyA yayA yogavizayayA yukto he pArTa
sp006-000449_GB_02	karmabanDam karma eva DarmADarmAKyo banDaH karmabanDaH tam prahAsyasi ISvaraprasAdanimittajYAnaprApteH iti aBiprAyaH
sp006-000450_GB_02	kiYca anyat
sp006-000451_GB_02	na iha mokzamArge karmayoge aBikramanASaH aBikramaRam aBikramaH prAramBaH tasya nASaH na asti yaTA kfzyAdeH
sp006-000452_GB_02	yogavizaye prAramBasya na anEkAntikaPalatvam ityarTaH
sp006-000453_GB_02	na api cikitsAvat pratyavAyo vidyate
sp006-000454_GB_02	kim tu Bavati svalpam api asya yogaDarmasya anuzWitam
sp006-000455_GB_02	trAyate rakzati mahataH saMsAraBayAt janmamaraRAdilakzaRAt
sp006-000456_GB_02	yA iyam sAN Kye budDeH uktA yoge ca vakzyamARalakzaRA sA
sp006-000457_GB_02	vyavasAyAtmikA niScayasvaBAvA ekA eva budDiH itaraviparItabudDiSAKABedasya bADikA
sp006-000458_GB_02	samyakpramARajanitatvAt iha SreyomArge he kurunandana
sp006-000459_GB_02	yAH punaH itarA budDayo yAsAm SAKABedapracAravaSAt anantaH apAraH anuparataH saMsAro nityapratato vistIrRo Bavati
sp006-000460_GB_02	pramARajanitavivekabudDinimittavaSAcca uparatAsu anantaBedabudDizu saMsAraH api uparamate
sp006-000461_GB_02	tA budDayo bahuSAKAH bahvayaH SAKAH yAsAm tAm bahuSAKAH bahuBedA iti etat
sp006-000462_GB_02	pratiSAKABedena hi anantASca budDayaH
sp006-000463_GB_02	kezAm
sp006-000464_GB_02	avyavasAyinAm pramARajanitavivekabudDirahitAnAm ityarTaH
sp006-000465_GB_02	yezAm vyavasAyAtmikA budDirnAsti te
sp006-000466_GB_02	avipaScitaH alpameDasaH avivekina ityarTaH
sp006-000467_GB_02	vedavAdaratAH bahvarTavAdaPalasADanaprakASakezu vedavAkyezu ratAH
sp006-000468_GB_02	he pArTa na anyat svargaprAptyAdiPalasADaneByaH karmaByaH
sp006-000469_GB_02	asti iti evam vAdino vadanaSIlAH
sp006-000470_GB_02	te ca
sp006-000471_GB_02	kAmAtmAnaH kAmasvaBAvAH kAmaparA ityarTaH
sp006-000472_GB_02	svargaparAH svargaH paraH puruzArTo yezAm te svargaparAH svargapraDAnA
sp006-000473_GB_02	karmaRaH Palam karmaPalam janma eva karmaPalam janmakarmaPalam tat pradadAtIti janmakarmaPalapradA
sp006-000474_GB_02	tAm vAcam pravadanti iti anuzajyate
sp006-000475_GB_02	kriyARAm viSezAH kriyAviSezAH te bahulA yasyAm vAci tAm svargapaSuputrAdyarTAH yayA vAcA bAhulyena prakASyante
sp006-000476_GB_02	BogESvaryagatim prati BogaSca ESvaryam ca BogESvarye
sp006-000477_GB_02	tayoH gatiH prAptiH BogESvaryagatiH
sp006-000478_GB_02	tAm prati sADanaBUtA ye kriyAviSezAH tadbahulAm tAm vAcam pravadanto mUQAH saMsAre parivartante iti aBiprAyaH
sp006-000479_GB_02	tezAm ca
sp006-000480_GB_02	BogESvaryaprasaktAnAm BogaH kartavyam ESvaryam ca iti BogESvaryayoH eva praRayavatAm tadAtmaBUtAnAm
sp006-000481_GB_02	tayA kriyAviSezabahulayA vAcA apahftacetasAm AcCAditavivekaprajYAnAm vyavasAyAtmikA
sp006-000482_GB_02	sAN Kye yoge vA budDiH samADO samADIyate asmin puruzopaBogAya sarvam iti samADiH
sp006-000483_GB_02	antaHkaraRam budDiH tasmin samADO na viDIyate na Bavati ityarTaH
sp006-000484_GB_02	ya evam vivekabudDirahitAH tezAm kAmAtmanAm
sp006-000485_GB_02	trEguRyavizayAH trEguRyam saMsAro vizayaH prakASayitavyo yezAm te vedAH trEguRyavizayAH
sp006-000486_GB_02	tvam tu nistrEguRyo Bava arjuna nizkAmo Bava ityarTaH
sp006-000487_GB_02	nirdvandvaH suKaduHKahetU sapratipakzO padArTO dvandvaSabdavAcyO tato nirgato nirdvandvo Bava
sp006-000488_GB_02	tvam nityasattvasTaH sadA sattvaguRASrito Bava
sp006-000489_GB_02	taTA niryogakzemaH anupAttasya upAdAnam yogaH upAttasya rakzaRam kzemaH
sp006-000490_GB_02	yogakzemapraDAnasya Sreyasi pravfttiH duzkarA iti ato niryogakzemo Bava
sp006-000491_GB_02	AtmavAn apramattaSca Bava
sp006-000492_GB_02	eza tava upadeSaH svaDarmam anutizWataH
sp006-000493_GB_02	sarvezu vedoktezu karmasu yAni anantAni PalAni tAni na apekzyante cet
sp006-000494_GB_02	kimarTam tAni ISvarAya iti anuzWIyante iti ucyate SfRu
sp006-000495_GB_02	yaTA loke kUpataqAgAdyanekasmin udapAne paricCinnodake yAvAn yAvatparimARaH snAnapAnAdiH
sp006-000496_GB_02	arTaH Palam prayojanam sa sarvaH arTaH sarvataH samplutodake tAvAneva sampadyate tatra antarBavati ityarTaH
sp006-000497_GB_02	evam tAvAn tAvatparimARa eva sampadyate sarvezu vedezu vedoktezu karmasu yaH arTo yatkarmaPalam
sp006-000498_GB_02	saH arTo brAhmaRasya sannyAsinaH paramArTatattvam vijAnato
sp006-000499_GB_02	yaH arTo vijYAnaPalam sarvataHsamplutodakasTAnIyam tasmin tAvAneva sampadyate tatra eva antarBavati ityarTaH
sp006-000500_GB_02	iti ca vakzyati
sp006-000501_GB_02	tasmAt prAgjYAnanizWADikAraprApteH karmaRe aDikftena kUpataqAgAdyarTasTAnIyamapi karma kartavyam
sp006-000502_GB_02	karmaRI eva aDikAro na jYAnanizWAyAm te tava
sp006-000503_GB_02	tatra ca karma kurvato mA Palezu aDikAraH astu
sp006-000504_GB_02	karmaPalatfzRA mA BUt kadAcana kasyAYcidapi avasTAyAmityarTaH
sp006-000505_GB_02	yadA karmaPale tfzRA te syAt tadA karmaPalaprApteH hetuH syAH
sp006-000506_GB_02	evam mA karmaPalahetuH BUH
sp006-000507_GB_02	yadA hi karmaPalatfzRAprayuktaH karmaRi pravartate tadA karmaPalasyEva janmano hetuH Bavet
sp006-000508_GB_02	yadi karmaPalam na izyate kim karmaRA duHKarUpeRa iti mA te tava saNgaH astu akarmaRi akaraRe prItiH mA BUt
sp006-000509_GB_02	yadi karmaPalaprayuktena na kartavyam karma kaTam tarhi kartavyamiti ucyate
sp006-000510_GB_02	yogasTaH san kuru karmARi kevalam ISvarArTam
sp006-000511_GB_02	tatrApi ISvaro me tuzyatu iti saNgam tyaktvA DanaYjaya
sp006-000512_GB_02	PalatfzRASUnyena kriyamARe karmaRi sattvaSudDijA jYAnaprAptilakzaRA sidDiH
sp006-000513_GB_02	tadviparyayajA asidDiH
sp006-000514_GB_02	tayoH sidDyasidDyoH api samaH tulyo BUtvA kuru karmARi
sp006-000515_GB_02	kaH asO yogo yatrasTaH kuru iti uktam
sp006-000516_GB_02	idameva tat sidDyasidDyoH samatvam yoga ucyate
sp006-000517_GB_02	yatpunaH samatvabudDiyuktam ISvarArADanArTam karma etasmAtkarmaRaH
sp006-000518_GB_02	dUreRa ativiprakarzeRa hi avaram nikfzwam karma PalArTinA kriyamARam budDiyogAt samatvabudDiyuktAt karmaRo janmamaraRAdihetutvAt
sp006-000519_GB_02	DanaYjaya yata evam yogavizayAyAm budDO tatparipAkajAyAm vA sAN KyabudDO SaraRam
sp006-000520_GB_02	ASrayam aBayaprAptikAraRam anvicCa prArTayasva
sp006-000521_GB_02	paramArTajYAnaSaraRo Bava ityarTaH
sp006-000522_GB_02	yataH avaram karma kurvARAH kfpaRA dInAH PalahetavaH PalatfzRAprayuktAH santaH
sp006-000523_GB_02	bfhadAraRyake tri azwa daSa iti SruteH
sp006-000524_GB_02	samatvabudDiyuktaH san svaDarmamanutizWan yatPalam prApnoti tat SfRu
sp006-000525_GB_02	budDiyuktaH samatvavizayayA budDyA yukto budDiyukto
sp006-000526_GB_02	jahAti parityajati iha asmin loke uBe sukftaduzkfte puRyapApe sattvaSudDijYAnaprAptidvAreRa yataH
sp006-000527_GB_02	tasmAt samatvabudDiyogAya yujyasva Gawasva
sp006-000528_GB_02	yogo hi karmasu kOSalam
sp006-000529_GB_02	svaDarmAKyezu karmasu vartamAnasya yA sidDyAsidDyoH samatvabudDiH ISvarArpitacetastayA tat kOSalam kuSalaBAvaH
sp006-000530_GB_02	tadDi kOSalam yat banDasvaBAvAnyapi karmARi samatvabudDyA svaBAvAt nivartante
sp006-000531_GB_02	tasmAt samatvabudDiyukto Bava tvam
sp006-000532_GB_02	yasmAt
sp006-000533_GB_02	karmajam Palam tyaktvA iti vyavahitena sambanDaH
sp006-000534_GB_02	izwAnizwadehaprAptiH karmajam Palam karmaByo jAtam
sp006-000535_GB_02	budDiyuktAH samatvabudDiyuktAH hi yasmAt Palam tyaktvA parityajya manIziRo jYAnino BUtvA
sp006-000536_GB_02	janmabanDavinirmuktA janma eva banDo janmabanDaH
sp006-000537_GB_02	tena vinirmuktAH jIvanta eva janmabanDa vinirmuktAH santaH
sp006-000538_GB_02	padam paramam vizRoH mokzAKyam gacCanti anAmayam sarvopadravarahitamityarTaH
sp006-000539_GB_02	iti AraBya paramArTadarSanalakzaRA eva sarvataHsamplutodakasTAnIyA karmayogajasattvaSudDijanitA budDiH darSitA
sp006-000540_GB_02	sAkzAtsukftaduzkftaprahARAdihetutvaSravaRAt
sp006-000541_GB_02	yogAnuzWAnajanitasattvaSudDijA budDiH kadA prApsyate iti ucyate
sp006-000542_GB_02	yadA yasminkAle te tava mohakalilam mohAtmakam avivekarUpam kAluzyam
sp006-000543_GB_02	yena AtmAnAtmavivekaboDam kaluzIkftya vizayam prati antaHkaraRam pravartate
sp006-000544_GB_02	tadeva budDiH vyatitarizyati vyatikramizyati
sp006-000545_GB_02	SudDaBAvam Apatsyate ityarTaH
sp006-000546_GB_02	tadA tasmin kAle gantAsi prApsyasi nirvedam vErAgyam Srotavyasya Srutasya ca
sp006-000547_GB_02	tadA Srotavyam Srutam ca nizPalam pratipadyate iti aBiprAyaH
sp006-000548_GB_02	mohakalilAtyayadvAreRa labDAtmavivekajaprajYaH kadA karmayogajam Palam paramArTayogam avApsyAmi iti cet tat SfRu
sp006-000549_GB_02	SrutivipratipannA anekasADyasADanasambanDaprakASanaSrutiBiH SravaREH vipratipannA nAnApratipannA SrutivipratipannA
sp006-000550_GB_02	vikziptA satI te tava budDiH yadA yasmin kAle sTAsyati sTirIBUtvA Bavizyati
sp006-000551_GB_02	niScalA vikzepacalanavarjitA satI samADO samADIyate cittamAsminniti samADiH AtmA tasmin Atmani iti etat
sp006-000552_GB_02	acalA tatrApi vikalpavarjitA iti etat
sp006-000553_GB_02	budDiH antaHkaraRam
sp006-000554_GB_02	tadA tasminkAle yogam avApsyasi vivekaprajYAm samADim prApsyasi
sp006-000555_GB_02	praSnabIjam pratilaBya arjuna uvAca labDasamADiprajYasya lakzaRabuButsayA
sp006-000556_GB_02	sTitA pratizWitA ahamasmi param brahma iti prajYA yasya saH sTitaprajYaH
sp006-000557_GB_02	kim BAzaRam vacanam kaTam asO parEH BAzyate samADisTasya samADO sTitasya keSava
sp006-000558_GB_02	sTitaDIH sTitaprajYaH svayam vA kim praBAzeta
sp006-000559_GB_02	kim AsIta vrajeta kim Asanam vrajanam vA tasya kaTamityarTaH
sp006-000560_GB_02	sTitaprajYasya lakzaRamanena Slokena pfcCyati
sp006-000561_GB_02	yo hyAdita eva sannyasya karmARi jYAnayoganizWAyAm pravfttaH
sp006-000562_GB_02	yaSca karmayogena tayoH prajahAti ityAraBya A aDyAyaparisamApteH sTitaprajYalakzaRam sADanam copadiSyate
sp006-000563_GB_02	sarvatrEva hi aDyAtmaSAstre kftArTalakzaRAni yAni tAnyeva sADanAni upadiSyante yatnasADyatvAt
sp006-000564_GB_02	yAni yatnasADyAni sADanAni lakzaRAni ca Bavanti tAni SrIBagavAnuvAca
sp006-000565_GB_02	SrIBagavAnuvAca
sp006-000566_GB_02	prajahAti prakarzeRa jahAti parityajati
sp006-000567_GB_02	yadA yasminkAle sarvAn samastAn kAmAn icCABedAn he pArTa manogatAn manasi pravizwAn hfdi pravizwAn
sp006-000568_GB_02	sarvakAmaparityAge tuzwikAraRABAvAt SarIraDAraRanimittaSeze ca sati unmattapramattasyeva pravfttiH prAptA
